B002SZEOLG,"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,AGV3IEFANZCKECFGUM42MRH5FNOA,Azhar JuMan,Works on linux for me. Get the model with antenna.,0.5094,0.6137078721814757
B002SZEOLG,"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,AEBO7NWCNXKT4AESAN443HQH35FQ,Anirudh Sood,Does what it say but other brands available at lesser price,0.0515,0.6137078721814757
B002SZEOLG,"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,AE7GD3VRRYQEAHDR7FXJIR23INYA,Hari Krishnan PS,Easy Handle,0.4096,0.6137078721814757
B002SZEOLG,"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,AHPAW24BI5X2GCX5M2LHI72VSJJQ,Akash Jindal,Great product,0.9309,0.6137078721814757
B002SZEOLG,"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,AE2VXY4CFO36MDSIMPG43XHNF4GA,PRADEEP,Perfect working,0.7566,0.6137078721814757
B002SZEOLG,"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,AHHQEKUNVETALN7DTRHUQ2WAWEKQ,Rajesh,Speed is perfect,0.8408,0.6137078721814757
B002SZEOLG,"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,AFMIFTNTUD5PIHGONWOTRMMZ5EBA,Divya Kothari,Great Design,0.8473,0.6137078721814757
B002SZEOLG,"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,AHOJBIZVVIIFJKRREY4B6ESVA4KA,abhijit, Build,0.3033,0.6137078721814757
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,AG2ICOYPSOV5SGBKFEYHGKCNK7PA,T N Sivaji,Works Good,0.8939,0.5621487437279398
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,AGJ3OQ4X262D3MAQZ3CLCRVR5R3Q,Akku,Perfect replacement cell for trimmer,0.6607,0.5621487437279398
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,AGWXCIC2IWWGNN5I4QTFMPSLSTHQ,V,Wow,0.6477,0.5621487437279398
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,AHG33NYBIPVHA7BABNXDT4NDZBMQ,Meet,As they said in ad worth it,0.3799,0.5621487437279398
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,AFWPPZRH2WVNMVTLFNXMAJCTTVFA,MOHAMMED,A good product,0.9129,0.5621487437279398
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,AG7Y7ZU2S5Y2H7UJX6AFGQSRB7ZQ,Niranjan koyri,Fit for phillips trimmer.,0.1236,0.5621487437279398
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,AHAVRPA7Z3PKTTWVBVUISCKI7RYQ,Tamil selvan,Good,0.6098,0.5621487437279398
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,AHKW7DR7CHI2WL772IRNUK3SOAUA,Puneet S.,Good Product,0.829,0.5621487437279398
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AE6DY6YWTSSE3XNHDXZDGQM2JL2Q,Uday Joglekar,Handy Mouse,0.1923,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AES3UPSNCD37JZLHZ3OIILRLLLCA,Simi Singh,Good quality mouse,0.7858,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AESL7YEFFKTIZRBEDUCMD56K6VQA,Hi,Good one.,0.8919,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AHEV734TKPP6CEJPWIMMHA65SL2A,chirag bansal,Good,0.6098,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AGBLMQ2TLWRDFQ32LGRIVVPYOQVQ,Swarnavo Dutta,Good cheap reliable,0.7195,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AHKUSAJGBXVQQSDC4RCKHF6PFODQ,H Rt khuma,Gud quality mouse,0.4583,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AEPEJSIYSFPXKOXPS2QHZ7P5VCIA,Adarsh,Very comfortable,0.877,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AEU44FW4XJBDB33N4LYZMVLOUYOA,Dixit,Quality + Less Price Makes it Best to buy.,0.6978,0.5708540608444017
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AGIOL4B6EPMZ63RZQFWZWI33O2EA,Chandrashekar SK,Good silent mouse,0.5208,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AG33OJYQIXPPS7CONXFHC5GEYEQQ,Mohammed Ashfaque,Too small to hold!,0.0855,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AEGA5UJCOTFHN4JW6PDCIHQGYTEA,Arif Hussain,Reviewing after 8 months of with battery backup review,0.0461,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AFQM22ZZXTGUTLGC7WE4BVLEZW7A,wiki,Its very small  do take note of that,0.1652,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AHNW7DHVU2D3PR2CDGHWALCLXWPQ,A B singh,** Nice product,0.8247,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AFEVDY2YG3NENBI47RFAXQ7ZEEBA,dr.parimal ranajan de,Good product,0.892,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AGMFAVIBZTCLSNBIEME5SBNPIQ4A,Harsh Mistry,Good Buy for normal use in office,0.632,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",AEWIIDMBKGRGGXGMHUDHSJRSYABQ,Naresh,Stylish mouse,0.2044,0.63617928126091
B005FYNT3G,SanDisk Cruzer Blade 32GB USB Flash Drive,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,AFNMA3FQAONYMREOFLNYF2RV4AOA,RAJIV D.,Good product,0.892,0.6749272451531063
B005FYNT3G,SanDisk Cruzer Blade 32GB USB Flash Drive,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,AHAYDWCGM4QNXWBCRC5LADVNADTQ,Antony Gruz,Affordable,0.3951,0.6749272451531063
